GDLcode,region,country,SubContinent,shdi2013,shdi2019,healthindex2013,healthindex2019,incindex2013,incindex2019,edindex2013,edindex2019,esch2013,esch2019,msch2013,msch2019,lifexp2013,lifexp2019,gnic2013,gnic2019,lgnic2013,lgnic2019,pop2013,pop2019
CHLr111,Aisen,Chile,South America,0.782999990000000,0.806999980000000,0.908999980000000,0.921999990000000,0.786000010000000,0.794000030000000,0.672999980000000,0.717999990000000,13.670999999999999,14.558999999999999,8.788000100000000,9.409999800000000,79.065002000000007,79.961997999999994,18206.293000000001484,19181.390999999999622,9.810000400000000,9.862000500000001,108.768000000000001,117.313000000000002
CHLr112,Magallanes and La Antartica Chilena,Chile,South America,0.838000000000000,0.864000020000000,0.898999990000000,0.912000000000000,0.830999970000000,0.838999990000000,0.787999990000000,0.841000020000000,16.013999999999999,17.054001000000000,10.295000000000000,11.023000000000000,78.403998999999999,79.293998999999999,24503.311000000001513,25856.481999999999971,10.106999999999999,10.160000000000000,177.998999999999995,191.984000000000009
CHLr113,Region Metropolitana,Chile,South America,0.856999990000000,0.883000020000000,0.915000020000000,0.929000020000000,0.836000030000000,0.843999980000000,0.820999980000000,0.876999970000000,16.693000999999999,17.777000000000001,10.731000000000000,11.490000000000000,79.504997000000003,80.407996999999995,25372.168000000001484,26778.282999999999447,10.141000000000000,10.195000000000000,7053.729999999999563,7607.917000000000371
COLr101,Antioquia (incl Medellin),Colombia,South America,0.748000030000000,0.772000010000000,0.871999980000000,0.888000010000000,0.750000000000000,0.763000010000000,0.639999990000000,0.677999970000000,13.667999999999999,14.154000000000000,7.806000200000000,8.552000000000000,76.679001000000000,77.745002999999997,14296.647000000000844,15641.112999999999374,9.567999800000001,9.657999999999999,6294.051999999999680,6754.546000000000276
COLr102,Atlantico (incl Barranquilla),Colombia,South America,0.757000030000000,0.786000010000000,0.860000010000000,0.879000010000000,0.745000000000000,0.762000020000000,0.676999990000000,0.726000010000000,13.920999999999999,14.569000000000001,8.711999900000000,9.630999600000001,75.883003000000002,77.117996000000005,13847.334000000000742,15493.179000000000087,9.536000300000000,9.647999799999999,2305.572000000000116,2573.856000000000222
COLr103,Bogota D.C.,Colombia,South America,0.791000010000000,0.813000020000000,0.869000020000000,0.889000000000000,0.773000000000000,0.786000010000000,0.736000000000000,0.768999990000000,14.811999999999999,15.304000000000000,9.727999700000000,10.316000000000001,76.461997999999994,77.782996999999995,16705.909999999999854,18197.298999999999069,9.724000000000000,9.808999999999999,7706.051999999999680,8242.579999999999927
COLr104,Bolivar (Sur and Norte),Colombia,South America,0.727999990000000,0.755999980000000,0.861000000000000,0.889999990000000,0.699000000000000,0.717999990000000,0.639999990000000,0.676000000000000,13.869999999999999,14.308000000000000,7.632999900000000,8.343999900000000,75.984001000000006,77.842003000000005,10241.287000000000262,11575.136000000000422,9.234000200000001,9.357000400000000,2011.114000000000033,2194.295999999999822
COLr105,Boyaca,Colombia,South America,0.734000030000000,0.759999990000000,0.871999980000000,0.890999970000000,0.723999980000000,0.737999980000000,0.625999990000000,0.667000000000000,14.448000000000000,15.231999999999999,6.730999900000000,7.327000100000000,76.653000000000006,77.926002999999994,12080.210999999999331,13262.717000000000553,9.399000200000000,9.493000000000000,1319.123000000000047,1335.505000000000109
COLr106,Caldas,Colombia,South America,0.751999970000000,0.778000000000000,0.889999990000000,0.906000020000000,0.753000020000000,0.767000020000000,0.635999980000000,0.677999970000000,13.923999999999999,14.528000000000000,7.465000200000000,8.241000200000000,77.828002999999995,78.899001999999996,14634.261000000000422,16066.158999999999651,9.590999600000000,9.683999999999999,987.541000000000054,1033.971999999999980
COLr107,Caqueta,Colombia,South America,0.699000000000000,0.717000010000000,0.865000010000000,0.883000020000000,0.694999990000000,0.702000020000000,0.568000020000000,0.596000020000000,13.013000000000000,13.516999999999999,6.199999800000000,6.611000100000000,76.196999000000005,77.375998999999993,9930.839799999999741,10408.560999999999694,9.203000100000001,9.250000000000000,397.644999999999982,499.870999999999981
COLr108,Cauca,Colombia,South America,0.700999980000000,0.718999980000000,0.855000020000000,0.870999990000000,0.690999980000000,0.698000010000000,0.583999990000000,0.611999990000000,13.375999999999999,13.916000000000000,6.368000000000000,6.777000000000000,75.545997999999997,76.585999000000001,9669.627000000000407,10164.191999999999098,9.177000000000000,9.227000200000001,1309.328999999999951,1442.728000000000065
COLr109,Cesar,Colombia,South America,0.707000020000000,0.728999970000000,0.839999970000000,0.859000030000000,0.698000010000000,0.707000020000000,0.601000010000000,0.639999990000000,13.275000000000000,13.922000000000001,6.980000000000000,7.586999900000000,74.582001000000005,75.810997000000000,10185.318999999999505,10767.886000000000422,9.229000100000000,9.284000400000000,991.508000000000038,1076.760999999999967
