geocode,year,mn,div,dist,pop91,rainm,rainsd,jamuna_m,padma_m,treat,smp1,treatd
10610.0,4.0,2.3133333,1.0,6.0,143760.0,56.53681,52.058174,179855.48,68563.28,0.0,0.0,0.0
10610.0,5.0,1.5066667,1.0,6.0,143760.0,60.79795,60.264606,179855.48,68563.28,0.0,0.0,0.0
10610.0,6.0,2.19,1.0,6.0,143760.0,53.039227,51.982544,179855.48,68563.28,0.0,0.0,0.0
10610.0,7.0,2.135,1.0,6.0,143760.0,56.99997,58.734093,179855.48,68563.28,0.0,0.0,0.0
10632.0,1.0,2.3233333,1.0,6.0,171150.0,56.932938,54.449318,165449.67,49988.82,0.0,0.0,0.0
10632.0,2.0,2.3933334,1.0,6.0,171150.0,52.287342,50.41305,165449.67,49988.82,0.0,0.0,0.0
10632.0,3.0,2.4725,1.0,6.0,171150.0,56.983612,57.303444,165449.67,49988.82,0.0,0.0,0.0
10632.0,4.0,2.4933333,1.0,6.0,171150.0,56.081738,51.223587,165449.67,49988.82,0.0,0.0,0.0
10632.0,5.0,1.5966667,1.0,6.0,171150.0,60.33262,59.33619,165449.67,49988.82,0.0,0.0,0.0
10632.0,6.0,2.36,1.0,6.0,171150.0,52.45023,50.786507,165449.67,49988.82,0.0,0.0,0.0
10632.0,7.0,2.48,1.0,6.0,171150.0,56.149773,57.397446,165449.67,49988.82,0.0,0.0,0.0
10651.0,1.0,8.1,1.0,6.0,413890.0,59.729977,57.957226,201149.45,83417.125,0.0,0.0,0.0
10651.0,2.0,8.68,1.0,6.0,413890.0,54.38723,53.118633,201149.45,83417.125,0.0,0.0,0.0
10651.0,3.0,7.9900002,1.0,6.0,413890.0,58.78943,59.906662,201149.45,83417.125,0.0,0.0,0.0
10651.0,4.0,7.793333,1.0,6.0,413890.0,57.81103,53.282158,201149.45,83417.125,0.0,0.0,0.0
10651.0,5.0,5.93,1.0,6.0,413890.0,61.896687,61.495445,201149.45,83417.125,0.0,0.0,0.0
