year,Cluster,Division,District,Urban,grameen_bank,co_operative_soc,madrassa_school,primary_school,high_school,post_office,cinema,dist_Thana,dist_district,NGO,dist_satellite_clinic,padma_m,jamuna_m,treat,smp1,yr,dist_hos
7.0,445.0,5.0,81.0,3.0,1.0,1.0,3.0,4.0,5.0,7.0,10.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
6.0,432.0,5.0,81.0,1.0,1.0,0.0,4.0,1.0,4.0,3.0,18.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
7.0,402.0,5.0,81.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
2.0,8.0819416e+07,5.0,81.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,10.0,30.0,0.0,0.0,194573.34,110592.734,1.0,1.0,0.0,0.0
6.0,425.0,5.0,81.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,,,,,194573.34,110592.734,1.0,1.0,1.0,0.0
7.0,213.0,3.0,82.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,25.0,,,,,72738.96,78508.766,0.0,0.0,1.0,0.0
7.0,248.0,3.0,82.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.61,,,,,72738.96,78508.766,0.0,0.0,1.0,0.0
4.0,92.0,3.0,82.0,1.0,1.0,0.0,2.0,0.0,3.22,3.22,2.0,8.0,22.0,,,72738.96,78508.766,0.0,0.0,1.0,0.0
3.0,328.0,3.0,82.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,72738.96,78508.766,0.0,0.0,0.0,1.0
1.0,347.0,3.0,82.0,,1.0,1.0,,,,,,7.0,7.0,1.0,2.0,72738.96,78508.766,0.0,0.0,0.0,7.0
3.0,347.0,3.0,82.0,,0.0,0.0,1.0,1.0,2.0,2.0,10.0,7.0,7.0,0.0,1.0,72738.96,78508.766,0.0,0.0,0.0,1.0
7.0,214.0,3.0,82.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,,,,,72738.96,78508.766,0.0,0.0,1.0,0.0
1.0,346.0,3.0,82.0,,1.0,0.0,,,,,,10.0,11.0,1.0,2.0,72738.96,78508.766,0.0,0.0,0.0,10.0
5.0,145.0,3.0,82.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,8.0,,,,,72738.96,78508.766,0.0,0.0,1.0,0.0
1.0,328.0,3.0,82.0,,0.0,0.0,,,,,,0.0,0.0,1.0,1.0,72738.96,78508.766,0.0,0.0,0.0,
4.0,317.0,3.0,82.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,,26.0,,,72738.96,78508.766,0.0,0.0,1.0,0.0
6.0,258.0,3.0,82.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,15.0,,,,,72738.96,78508.766,0.0,0.0,1.0,0.0
3.0,346.0,3.0,82.0,,0.0,0.0,1.0,1.0,2.0,1.0,5.0,10.0,13.0,0.0,5.0,72738.96,78508.766,0.0,0.0,0.0,10.0
1.0,327.0,3.0,82.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,72738.96,78508.766,0.0,0.0,0.0,
6.0,259.0,3.0,82.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,,,,,72738.96,78508.766,0.0,0.0,1.0,1.0
3.0,534.0,5.0,85.0,,0.0,0.0,3.0,0.0,1.0,2.0,3.0,4.0,15.0,1.0,3.0,271224.34,153130.3,1.0,1.0,0.0,4.0
5.0,314.0,5.0,85.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,,,,,271224.34,153130.3,1.0,1.0,1.0,0.0
1.0,534.0,5.0,85.0,,0.0,0.0,,,,,,3.0,18.0,1.0,3.0,271224.34,153130.3,1.0,1.0,0.0,3.0
3.0,536.0,5.0,85.0,,0.0,1.0,0.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,5.0,271224.34,153130.3,1.0,1.0,0.0,6.0
5.0,285.0,5.0,85.0,1.0,1.0,0.0,1.0,1.0,6.0,4.0,3.0,,,,,271224.34,153130.3,1.0,1.0,1.0,0.0
4.0,213.0,5.0,85.0,1.0,2.0,1.0,3.0,0.0,3.0,3.0,3.0,18.0,52.0,,,271224.34,153130.3,1.0,1.0,1.0,0.0
1.0,537.0,5.0,85.0,,0.0,0.0,,,,,,14.0,14.0,0.0,1.0,271224.34,153130.3,1.0,1.0,0.0,2.0
4.0,210.0,5.0,85.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,20.0,,,271224.34,153130.3,1.0,1.0,1.0,2.0
1.0,538.0,5.0,85.0,,0.0,1.0,,,,,,6.0,30.0,0.0,1.0,271224.34,153130.3,1.0,1.0,0.0,6.0
2.0,8.585761e+07,5.0,85.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,36.0,1.0,0.0,271224.34,153130.3,1.0,1.0,0.0,0.0
4.0,209.0,5.0,85.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,35.0,,,271224.34,153130.3,1.0,1.0,1.0,0.0
1.0,506.0,5.0,85.0,,0.0,0.0,,,,,,12.0,4.0,0.0,1.0,271224.34,153130.3,1.0,1.0,0.0,12.0
3.0,537.0,5.0,85.0,,0.0,0.0,1.0,0.0,1.0,1.0,2.0,16.0,16.0,0.0,1.0,271224.34,153130.3,1.0,1.0,0.0,16.0
2.0,8.585422e+07,5.0,85.0,1.0,0.0,,5.0,0.0,1.0,0.0,0.0,5.0,26.0,0.0,0.0,271224.34,153130.3,1.0,1.0,0.0,0.0
4.0,211.0,5.0,85.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,6.0,6.0,,,271224.34,153130.3,1.0,1.0,1.0,0.0
5.0,284.0,5.0,85.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12.0,,,,,271224.34,153130.3,1.0,1.0,1.0,0.0
5.0,307.0,5.0,85.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,271224.34,153130.3,1.0,1.0,1.0,0.0
3.0,507.0,5.0,85.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,271224.34,153130.3,1.0,1.0,0.0,0.0
1.0,536.0,5.0,85.0,,1.0,1.0,,,,,,4.0,4.0,0.0,2.0,271224.34,153130.3,1.0,1.0,0.0,3.0
2.0,8.585925e+07,5.0,85.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0,14.0,1.0,0.0,271224.34,153130.3,1.0,1.0,0.0,0.0
4.0,212.0,5.0,85.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,28.0,30.0,50.0,,,271224.34,153130.3,1.0,1.0,1.0,0.0
3.0,535.0,5.0,85.0,,0.0,1.0,0.0,0.0,2.0,2.0,6.0,6.0,12.0,1.0,2.0,271224.34,153130.3,1.0,1.0,0.0,4.0
4.0,343.0,5.0,85.0,3.0,1.0,0.0,0.0,0.0,3.0,5.0,6.0,,3.0,,,271224.34,153130.3,1.0,1.0,1.0,0.0
1.0,535.0,5.0,85.0,,1.0,1.0,,,,,,5.0,14.0,1.0,2.0,271224.34,153130.3,1.0,1.0,0.0,5.0
1.0,507.0,5.0,85.0,,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,271224.34,153130.3,1.0,1.0,0.0,1.0
2.0,8.585582e+07,5.0,85.0,1.0,1.0,,5.0,,2.0,0.0,0.0,30.0,50.0,0.0,,271224.34,153130.3,1.0,1.0,0.0,2.0
2.0,8.585499e+07,5.0,85.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,6.0,1.0,0.0,271224.34,153130.3,1.0,1.0,0.0,0.0
5.0,283.0,5.0,85.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,5.0,,,,,271224.34,153130.3,1.0,1.0,1.0,0.0
5.0,306.0,5.0,85.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,16.0,,,,,271224.34,153130.3,1.0,1.0,1.0,0.0
3.0,538.0,5.0,85.0,,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,24.0,1.0,3.0,271224.34,153130.3,1.0,1.0,0.0,7.0
3.0,506.0,5.0,85.0,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,0.0,4.0,271224.34,153130.3,1.0,1.0,0.0,1.0
7.0,216.0,3.0,86.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,20.0,,,,,28357.508,145198.77,0.0,0.0,1.0,0.0
4.0,93.0,3.0,86.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,4.0,35.0,,,28357.508,145198.77,0.0,0.0,1.0,0.0
1.0,343.0,3.0,86.0,,0.0,0.0,,,,,,7.0,15.0,0.0,4.0,28357.508,145198.77,0.0,0.0,0.0,7.0
6.0,260.0,3.0,86.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,,,,,28357.508,145198.77,0.0,0.0,1.0,0.0
3.0,341.0,3.0,86.0,,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,28357.508,145198.77,0.0,0.0,0.0,4.0
1.0,341.0,3.0,86.0,,0.0,0.0,,,,,,2.0,2.0,0.0,3.0,28357.508,145198.77,0.0,0.0,0.0,3.0
3.0,343.0,3.0,86.0,,0.0,0.0,6.0,0.0,4.0,4.0,7.0,8.0,30.0,1.0,4.0,28357.508,145198.77,0.0,0.0,0.0,8.0
6.0,261.0,3.0,86.0,1.0,2.0,1.0,13.0,0.0,2.0,2.0,10.0,,,,,28357.508,145198.77,0.0,0.0,1.0,0.0
5.0,146.0,3.0,86.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,,,,,28357.508,145198.77,0.0,0.0,1.0,0.0
2.0,4.0866584e+07,3.0,86.0,1.0,0.0,0.0,10.0,0.0,10.0,1.0,0.0,10.0,10.0,0.0,0.0,28357.508,145198.77,0.0,0.0,0.0,0.0
4.0,94.0,3.0,86.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,4.0,22.0,,,28357.508,145198.77,0.0,0.0,1.0,2.0
1.0,342.0,3.0,86.0,,0.0,0.0,,,,,,8.0,8.0,0.0,0.0,28357.508,145198.77,0.0,0.0,0.0,8.0
7.0,215.0,3.0,86.0,1.0,1.0,0.0,4.0,2.0,3.0,3.0,5.0,,,,,28357.508,145198.77,0.0,0.0,1.0,0.0
2.0,4.086365e+07,3.0,86.0,1.0,0.0,0.0,3.0,30.0,3.0,0.0,0.0,10.0,30.0,,3.0,28357.508,145198.77,0.0,0.0,0.0,1.0
3.0,342.0,3.0,86.0,,0.0,0.0,0.0,0.0,1.0,2.0,5.0,6.0,5.0,1.0,4.0,28357.508,145198.77,0.0,0.0,0.0,10.0
2.0,4.086697e+07,3.0,86.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,28357.508,145198.77,0.0,0.0,0.0,0.0
4.0,144.0,4.0,87.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,5.0,21.0,,,148772.88,211410.4,0.0,0.0,1.0,0.0
5.0,221.0,4.0,87.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,6.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
4.0,327.0,4.0,87.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,,10.0,,,148772.88,211410.4,0.0,0.0,1.0,0.0
7.0,326.0,4.0,87.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
4.0,145.0,4.0,87.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,9.0,30.0,,,148772.88,211410.4,0.0,0.0,1.0,4.0
4.0,146.0,4.0,87.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,46.0,,,148772.88,211410.4,0.0,0.0,1.0,2.0
6.0,355.0,4.0,87.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,14.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
6.0,350.0,4.0,87.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,,,,,148772.88,211410.4,0.0,0.0,1.0,1.0
2.0,5.0878252e+07,4.0,87.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,148772.88,211410.4,0.0,0.0,0.0,0.0
7.0,325.0,4.0,87.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
7.0,324.0,4.0,87.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
7.0,329.0,4.0,87.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
1.0,430.0,4.0,87.0,,1.0,0.0,,,,,,8.0,9.0,0.0,1.0,148772.88,211410.4,0.0,0.0,0.0,8.0
6.0,353.0,4.0,87.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,10.0,,,,,148772.88,211410.4,0.0,0.0,1.0,1.0
5.0,224.0,4.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
6.0,356.0,4.0,87.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
5.0,223.0,4.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
6.0,357.0,4.0,87.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
4.0,143.0,4.0,87.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,14.0,9.66,30.59,,,148772.88,211410.4,0.0,0.0,1.0,0.0
7.0,328.0,4.0,87.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,15.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
6.0,351.0,4.0,87.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,5.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
7.0,327.0,4.0,87.0,1.0,1.0,,0.0,0.0,3.0,0.0,18.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
1.0,428.0,4.0,87.0,,1.0,1.0,,,,,,3.0,24.0,1.0,1.0,148772.88,211410.4,0.0,0.0,0.0,4.0
2.0,5.0874772e+07,4.0,87.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,27.0,1.0,0.0,148772.88,211410.4,0.0,0.0,0.0,0.0
5.0,225.0,4.0,87.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,10.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
1.0,429.0,4.0,87.0,,0.0,1.0,,,,,,3.0,17.0,0.0,1.0,148772.88,211410.4,0.0,0.0,0.0,3.0
5.0,222.0,4.0,87.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
3.0,430.0,4.0,87.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,9.0,1.0,2.0,148772.88,211410.4,0.0,0.0,0.0,8.0
2.0,5.087908e+07,4.0,87.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,5.0,1.0,0.0,148772.88,211410.4,0.0,0.0,0.0,0.0
7.0,349.0,4.0,87.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
3.0,428.0,4.0,87.0,,1.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,22.0,1.0,2.0,148772.88,211410.4,0.0,0.0,0.0,3.0
2.0,5.0870424e+07,4.0,87.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,18.0,0.0,2.0,148772.88,211410.4,0.0,0.0,0.0,0.0
6.0,349.0,4.0,87.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
6.0,352.0,4.0,87.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,,,,,148772.88,211410.4,0.0,0.0,1.0,2.0
3.0,427.0,4.0,87.0,,0.0,1.0,1.0,0.0,1.0,1.0,7.0,7.0,7.0,0.0,2.0,148772.88,211410.4,0.0,0.0,0.0,2.0
3.0,429.0,4.0,87.0,,1.0,1.0,0.0,0.0,0.0,1.0,7.0,3.0,13.0,1.0,2.0,148772.88,211410.4,0.0,0.0,0.0,3.0
4.0,147.0,4.0,87.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,30.0,,,148772.88,211410.4,0.0,0.0,1.0,0.0
6.0,358.0,4.0,87.0,1.0,1.0,1.0,3.0,0.0,1.0,4.0,5.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
7.0,323.0,4.0,87.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,10.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
6.0,354.0,4.0,87.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,2.0,,,,,148772.88,211410.4,0.0,0.0,1.0,0.0
3.0,566.0,5.0,88.0,,1.0,1.0,2.0,0.0,0.0,2.0,4.0,2.0,26.0,1.0,4.0,124837.266,25424.426,1.0,1.0,0.0,2.0
7.0,412.0,5.0,88.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,12.0,,,,,124837.266,25424.426,1.0,1.0,1.0,2.0
7.0,440.0,5.0,88.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
7.0,439.0,5.0,88.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
3.0,570.0,5.0,88.0,,1.0,1.0,2.0,0.0,2.0,2.0,3.0,3.0,30.0,1.0,2.0,124837.266,25424.426,1.0,1.0,0.0,3.0
7.0,409.0,5.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
7.0,438.0,5.0,88.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
6.0,440.0,5.0,88.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
3.0,568.0,5.0,88.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,0.0,1.0,124837.266,25424.426,1.0,1.0,0.0,5.0
7.0,417.0,5.0,88.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,10.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
7.0,414.0,5.0,88.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
4.0,181.0,5.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,1.61,4.83,6.44,4.83,,,124837.266,25424.426,1.0,1.0,1.0,0.0
6.0,435.0,5.0,88.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,14.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
7.0,408.0,5.0,88.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
3.0,512.0,5.0,88.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,124837.266,25424.426,1.0,1.0,0.0,0.0
4.0,178.0,5.0,88.0,1.0,2.0,0.0,1.61,4.83,1.61,3.22,6.44,6.44,48.3,,,124837.266,25424.426,1.0,1.0,1.0,3.22
3.0,567.0,5.0,88.0,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,124837.266,25424.426,1.0,1.0,0.0,3.0
6.0,443.0,5.0,88.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
2.0,7.088949e+07,5.0,88.0,1.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,15.0,35.0,,,124837.266,25424.426,1.0,1.0,0.0,4.0
3.0,569.0,5.0,88.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,40.0,1.0,3.0,124837.266,25424.426,1.0,1.0,0.0,9.0
4.0,179.0,5.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.44,9.66,17.71,,,124837.266,25424.426,1.0,1.0,1.0,0.0
7.0,415.0,5.0,88.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,10.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
2.0,7.0888984e+07,5.0,88.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,124837.266,25424.426,1.0,1.0,0.0,0.0
2.0,7.088676e+07,5.0,88.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,12.0,35.0,1.0,2.0,124837.266,25424.426,1.0,1.0,0.0,1.0
1.0,570.0,5.0,88.0,,1.0,1.0,,,,,,4.0,22.0,0.0,1.0,124837.266,25424.426,1.0,1.0,0.0,6.0
1.0,566.0,5.0,88.0,,1.0,1.0,,,,,,2.0,22.0,1.0,4.0,124837.266,25424.426,1.0,1.0,0.0,2.0
5.0,308.0,5.0,88.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
6.0,433.0,5.0,88.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
7.0,416.0,5.0,88.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,14.0,,,,,124837.266,25424.426,1.0,1.0,1.0,2.0
2.0,7.088504e+07,5.0,88.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,11.0,28.0,,0.0,124837.266,25424.426,1.0,1.0,0.0,0.0
1.0,568.0,5.0,88.0,,0.0,0.0,,,,,,5.0,8.0,0.0,1.0,124837.266,25424.426,1.0,1.0,0.0,6.0
7.0,410.0,5.0,88.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,40.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
4.0,180.0,5.0,88.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.61,12.88,27.37,,,124837.266,25424.426,1.0,1.0,1.0,0.0
5.0,288.0,5.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
6.0,436.0,5.0,88.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,12.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
6.0,441.0,5.0,88.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
1.0,567.0,5.0,88.0,,0.0,1.0,,,,,,3.0,2.0,1.0,1.0,124837.266,25424.426,1.0,1.0,0.0,3.0
1.0,512.0,5.0,88.0,,0.0,1.0,,,,,,0.0,0.0,1.0,0.0,124837.266,25424.426,1.0,1.0,0.0,
6.0,434.0,5.0,88.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,12.0,,,,,124837.266,25424.426,1.0,1.0,1.0,1.0
4.0,182.0,5.0,88.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,6.44,9.66,19.32,,,124837.266,25424.426,1.0,1.0,1.0,0.0
1.0,569.0,5.0,88.0,,1.0,1.0,,,,,,12.0,30.0,1.0,1.0,124837.266,25424.426,1.0,1.0,0.0,7.0
2.0,7.088118e+07,5.0,88.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,10.0,1.0,2.0,124837.266,25424.426,1.0,1.0,0.0,2.0
4.0,336.0,5.0,88.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,,2.0,,,124837.266,25424.426,1.0,1.0,1.0,0.0
6.0,445.0,5.0,88.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,15.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
7.0,411.0,5.0,88.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,7.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
6.0,437.0,5.0,88.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,10.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
6.0,438.0,5.0,88.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
5.0,290.0,5.0,88.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
2.0,7.088788e+07,5.0,88.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,124837.266,25424.426,1.0,1.0,0.0,2.0
6.0,442.0,5.0,88.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,4.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
7.0,413.0,5.0,88.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
6.0,444.0,5.0,88.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,14.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
6.0,439.0,5.0,88.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,4.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
5.0,287.0,5.0,88.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
5.0,289.0,5.0,88.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,,,,,124837.266,25424.426,1.0,1.0,1.0,0.0
7.0,561.0,5.0,90.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,20.0,,,,,203592.56,171170.12,1.0,1.0,1.0,0.0
6.0,559.0,5.0,90.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,25.0,,,,,203592.56,171170.12,1.0,1.0,1.0,0.0
6.0,568.0,5.0,90.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,30.0,,,,,203592.56,171170.12,1.0,1.0,1.0,0.0
7.0,556.0,5.0,90.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,8.0,,,,,203592.56,171170.12,1.0,1.0,1.0,0.0
6.0,557.0,5.0,90.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,15.0,,,,,203592.56,171170.12,1.0,1.0,1.0,0.0
7.0,553.0,5.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,,,,,203592.56,171170.12,1.0,1.0,1.0,0.0
7.0,554.0,5.0,90.0,1.0,,,0.0,0.0,0.0,1.0,43.0,,,,,203592.56,171170.12,1.0,1.0,1.0,0.0
7.0,560.0,5.0,90.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,40.0,,,,,203592.56,171170.12,1.0,1.0,1.0,0.0
7.0,563.0,5.0,90.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,35.0,,,,,203592.56,171170.12,1.0,1.0,1.0,1.0
6.0,567.0,5.0,90.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,8.0,,,,,203592.56,171170.12,1.0,1.0,1.0,0.0
