year,Cluster,Division,District,Urban,grameen_bank,co_operative_soc,madrassa_school,primary_school,high_school,post_office,cinema,dist_Thana,dist_district,NGO,dist_satellite_clinic,padma_m,jamuna_m,treat,smp1,yr,dist_hos
7.0,375.0,5.0,64.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
6.0,380.0,5.0,64.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
6.0,386.0,5.0,64.0,2.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
7.0,377.0,5.0,64.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,7.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
2.0,8.064286e+07,5.0,64.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,6.0,48.0,0.0,1.0,221962.94,116534.97,1.0,1.0,0.0,1.0
3.0,552.0,5.0,64.0,,0.0,1.0,2.0,0.0,2.0,4.0,4.0,4.0,22.0,0.0,7.0,221962.94,116534.97,1.0,1.0,0.0,4.0
5.0,267.0,5.0,64.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
1.0,510.0,5.0,64.0,,0.0,0.0,,,,,,2.0,2.0,1.0,1.0,221962.94,116534.97,1.0,1.0,0.0,1.0
7.0,373.0,5.0,64.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,36.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
4.0,183.0,5.0,64.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,10.0,25.0,,,221962.94,116534.97,1.0,1.0,1.0,0.0
6.0,382.0,5.0,64.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,9.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
3.0,556.0,5.0,64.0,,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,32.0,1.0,2.0,221962.94,116534.97,1.0,1.0,0.0,2.0
3.0,555.0,5.0,64.0,,1.0,0.0,2.0,1.0,2.0,2.0,8.0,8.0,36.0,0.0,4.0,221962.94,116534.97,1.0,1.0,0.0,8.0
3.0,554.0,5.0,64.0,,1.0,1.0,0.0,0.0,0.0,4.0,4.0,5.0,22.0,1.0,4.0,221962.94,116534.97,1.0,1.0,0.0,5.0
3.0,553.0,5.0,64.0,,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,18.0,0.0,3.0,221962.94,116534.97,1.0,1.0,0.0,7.0
7.0,425.0,5.0,64.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
6.0,381.0,5.0,64.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,9.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
5.0,300.0,5.0,64.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
6.0,390.0,5.0,64.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,16.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
1.0,555.0,5.0,64.0,,1.0,0.0,,,,,,8.0,40.0,0.0,2.0,221962.94,116534.97,1.0,1.0,0.0,8.0
7.0,380.0,5.0,64.0,1.0,1.0,0.0,6.0,0.0,3.0,6.0,6.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
5.0,266.0,5.0,64.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
2.0,8.064692e+07,5.0,64.0,1.0,0.0,,6.0,0.0,3.0,0.0,0.0,6.0,31.0,0.0,,221962.94,116534.97,1.0,1.0,0.0,0.0
1.0,554.0,5.0,64.0,,1.0,1.0,,,,,,6.0,24.0,0.0,1.0,221962.94,116534.97,1.0,1.0,0.0,7.0
7.0,374.0,5.0,64.0,1.0,1.0,1.0,3.0,0.0,5.0,5.0,15.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
5.0,312.0,5.0,64.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
5.0,265.0,5.0,64.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
6.0,387.0,5.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,15.0,,,,,221962.94,116534.97,1.0,1.0,1.0,1.0
2.0,8.0647544e+07,5.0,64.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,12.0,48.0,0.0,4.0,221962.94,116534.97,1.0,1.0,0.0,1.0
2.0,8.064478e+07,5.0,64.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,6.0,19.0,0.0,,221962.94,116534.97,1.0,1.0,0.0,1.0
7.0,381.0,5.0,64.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,20.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
1.0,553.0,5.0,64.0,,0.0,0.0,,,,,,7.0,17.0,0.0,7.0,221962.94,116534.97,1.0,1.0,0.0,7.0
4.0,337.0,5.0,64.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,,39.0,,,221962.94,116534.97,1.0,1.0,1.0,0.0
6.0,384.0,5.0,64.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,8.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
7.0,378.0,5.0,64.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,10.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
4.0,186.0,5.0,64.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,51.0,,,221962.94,116534.97,1.0,1.0,1.0,0.0
5.0,268.0,5.0,64.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
6.0,385.0,5.0,64.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,8.0,,,,,221962.94,116534.97,1.0,1.0,1.0,0.0
6.0,347.0,4.0,65.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,,,,,75192.17,143178.05,0.0,0.0,1.0,0.0
7.0,322.0,4.0,65.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,9.0,,,,,75192.17,143178.05,0.0,0.0,1.0,0.0
1.0,408.0,4.0,65.0,,0.0,1.0,,,,,,0.0,0.0,1.0,0.0,75192.17,143178.05,0.0,0.0,0.0,
7.0,321.0,4.0,65.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,12.0,,,,,75192.17,143178.05,0.0,0.0,1.0,0.0
4.0,134.0,4.0,65.0,1.0,1.0,0.0,4.0,0.0,3.0,2.0,8.0,8.0,20.0,,,75192.17,143178.05,0.0,0.0,1.0,0.0
4.0,135.0,4.0,65.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,6.0,6.0,6.0,,,75192.17,143178.05,0.0,0.0,1.0,0.0
3.0,421.0,4.0,65.0,,0.0,1.0,0.0,0.0,0.0,0.0,10.0,12.0,12.0,1.0,0.0,75192.17,143178.05,0.0,0.0,0.0,12.0
2.0,4.5657628e+07,4.0,65.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,10.0,,,75192.17,143178.05,0.0,0.0,0.0,1.0
1.0,421.0,4.0,65.0,,0.0,1.0,,,,,,7.0,7.0,1.0,1.0,75192.17,143178.05,0.0,0.0,0.0,7.0
7.0,320.0,4.0,65.0,1.0,2.0,1.0,4.0,0.0,2.0,2.0,14.0,,,,,75192.17,143178.05,0.0,0.0,1.0,0.0
5.0,220.0,4.0,65.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,,,,,75192.17,143178.05,0.0,0.0,1.0,9.0
7.0,348.0,4.0,65.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,10.0,,,,,75192.17,143178.05,0.0,0.0,1.0,0.0
3.0,408.0,4.0,65.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,75192.17,143178.05,0.0,0.0,0.0,0.0
5.0,219.0,4.0,65.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,16.0,,,,,75192.17,143178.05,0.0,0.0,1.0,0.0
6.0,348.0,4.0,65.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,8.0,,,,,75192.17,143178.05,0.0,0.0,1.0,0.0
5.0,241.0,4.0,65.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,75192.17,143178.05,0.0,0.0,1.0,0.0
4.0,189.0,5.0,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,,,158194.5,72925.5,1.0,1.0,1.0,0.0
4.0,190.0,5.0,69.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,6.0,24.0,,,158194.5,72925.5,1.0,1.0,1.0,0.0
7.0,427.0,5.0,69.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
4.0,188.0,5.0,69.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,16.0,,,158194.5,72925.5,1.0,1.0,1.0,0.0
7.0,382.0,5.0,69.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,15.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
2.0,8.069635e+07,5.0,69.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,10.0,10.0,1.0,0.0,158194.5,72925.5,1.0,1.0,0.0,0.0
6.0,392.0,5.0,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
1.0,564.0,5.0,69.0,,1.0,1.0,,,,,,6.0,6.0,1.0,1.0,158194.5,72925.5,1.0,1.0,0.0,6.0
7.0,383.0,5.0,69.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,20.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
3.0,563.0,5.0,69.0,,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,9.0,0.0,3.0,158194.5,72925.5,1.0,1.0,0.0,3.0
1.0,565.0,5.0,69.0,,0.0,1.0,,,,,,18.0,32.0,0.0,18.0,158194.5,72925.5,1.0,1.0,0.0,18.0
3.0,564.0,5.0,69.0,,1.0,1.0,0.0,0.0,1.0,3.0,6.0,6.0,6.0,1.0,1.0,158194.5,72925.5,1.0,1.0,0.0,6.0
3.0,565.0,5.0,69.0,,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,24.0,0.0,6.0,158194.5,72925.5,1.0,1.0,0.0,6.0
7.0,385.0,5.0,69.0,1.0,1.0,0.0,4.0,3.0,2.0,7.0,7.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
6.0,395.0,5.0,69.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,9.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
6.0,394.0,5.0,69.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,15.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
1.0,563.0,5.0,69.0,,1.0,0.0,,,,,,2.0,14.0,1.0,1.0,158194.5,72925.5,1.0,1.0,0.0,2.0
5.0,271.0,5.0,69.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,14.0,,,,,158194.5,72925.5,1.0,1.0,1.0,4.0
6.0,391.0,5.0,69.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,7.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
5.0,301.0,5.0,69.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
7.0,386.0,5.0,69.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,20.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
7.0,428.0,5.0,69.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
4.0,418.0,5.0,69.0,4.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,,35.0,,,158194.5,72925.5,1.0,1.0,1.0,0.0
5.0,269.0,5.0,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
2.0,8.069151e+07,5.0,69.0,1.0,0.0,1.0,2.0,,2.0,0.0,0.0,12.0,15.0,1.0,,158194.5,72925.5,1.0,1.0,0.0,2.0
6.0,396.0,5.0,69.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,13.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
5.0,270.0,5.0,69.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,7.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
7.0,384.0,5.0,69.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,30.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
7.0,387.0,5.0,69.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,20.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
2.0,8.069917e+07,5.0,69.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,17.0,31.0,,,158194.5,72925.5,1.0,1.0,0.0,3.0
6.0,393.0,5.0,69.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,,,,,158194.5,72925.5,1.0,1.0,1.0,1.0
6.0,397.0,5.0,69.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
6.0,398.0,5.0,69.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,,,,,158194.5,72925.5,1.0,1.0,1.0,0.0
4.0,191.0,5.0,70.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,10.0,12.0,26.0,,,247789.77,156798.16,1.0,1.0,1.0,0.0
7.0,429.0,5.0,70.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,40.0,,,,,247789.77,156798.16,1.0,1.0,1.0,0.0
7.0,389.0,5.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,,,,,247789.77,156798.16,1.0,1.0,1.0,2.0
6.0,405.0,5.0,70.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,,,,,247789.77,156798.16,1.0,1.0,1.0,0.0
1.0,511.0,5.0,70.0,,0.0,0.0,,,,,,1.0,0.0,1.0,1.0,247789.77,156798.16,1.0,1.0,0.0,1.0
6.0,404.0,5.0,70.0,1.0,1.0,0.0,5.0,1.0,1.0,2.0,12.0,,,,,247789.77,156798.16,1.0,1.0,1.0,1.0
6.0,401.0,5.0,70.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,,,,,247789.77,156798.16,1.0,1.0,1.0,0.0
7.0,392.0,5.0,70.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,,,,,247789.77,156798.16,1.0,1.0,1.0,0.0
7.0,388.0,5.0,70.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,,,,,247789.77,156798.16,1.0,1.0,1.0,0.0
5.0,272.0,5.0,70.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,8.0,,,,,247789.77,156798.16,1.0,1.0,1.0,0.0
3.0,557.0,5.0,70.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,42.0,1.0,1.0,247789.77,156798.16,1.0,1.0,0.0,1.0
6.0,400.0,5.0,70.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,20.0,,,,,247789.77,156798.16,1.0,1.0,1.0,0.0
3.0,558.0,5.0,70.0,,1.0,0.0,2.0,0.0,1.0,2.0,2.0,6.0,20.0,1.0,0.0,247789.77,156798.16,1.0,1.0,0.0,6.0
7.0,390.0,5.0,70.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,,,,,247789.77,156798.16,1.0,1.0,1.0,1.0
3.0,511.0,5.0,70.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,247789.77,156798.16,1.0,1.0,0.0,1.0
4.0,338.0,5.0,70.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,,247789.77,156798.16,1.0,1.0,1.0,0.0
7.0,430.0,5.0,70.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,247789.77,156798.16,1.0,1.0,1.0,0.0
1.0,558.0,5.0,70.0,,0.0,0.0,,,,,,8.0,20.0,0.0,1.0,247789.77,156798.16,1.0,1.0,0.0,8.0
6.0,403.0,5.0,70.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,5.0,,,,,247789.77,156798.16,1.0,1.0,1.0,1.0
5.0,302.0,5.0,70.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,247789.77,156798.16,1.0,1.0,1.0,0.0
6.0,399.0,5.0,70.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,21.0,,,,,247789.77,156798.16,1.0,1.0,1.0,0.0
2.0,8.070889e+07,5.0,70.0,1.0,0.0,1.0,3.0,19.0,2.0,0.0,0.0,7.0,19.0,1.0,1.0,247789.77,156798.16,1.0,1.0,0.0,1.0
1.0,557.0,5.0,70.0,,0.0,0.0,,,,,,1.0,36.0,1.0,0.0,247789.77,156798.16,1.0,1.0,0.0,2.0
4.0,192.0,5.0,70.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,10.0,16.0,35.0,,,247789.77,156798.16,1.0,1.0,1.0,0.0
2.0,8.0701816e+07,5.0,70.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,56.0,0.0,,247789.77,156798.16,1.0,1.0,0.0,0.0
7.0,391.0,5.0,70.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,,,,,247789.77,156798.16,1.0,1.0,1.0,0.0
6.0,402.0,5.0,70.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,,247789.77,156798.16,1.0,1.0,1.0,0.0
2.0,8.573363e+07,5.0,73.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,20.0,1.0,1.0,314779.28,196491.27,1.0,1.0,0.0,7.0
4.0,342.0,5.0,73.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,,22.0,,,314779.28,196491.27,1.0,1.0,1.0,0.0
3.0,525.0,5.0,73.0,,1.0,0.0,1.0,0.0,0.0,2.0,7.0,7.0,15.0,1.0,3.0,314779.28,196491.27,1.0,1.0,0.0,7.0
5.0,273.0,5.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,,,,,314779.28,196491.27,1.0,1.0,1.0,4.0
2.0,8.573124e+07,5.0,73.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,15.0,45.0,1.0,1.0,314779.28,196491.27,1.0,1.0,0.0,1.0
1.0,505.0,5.0,73.0,,1.0,0.0,,,,,,0.0,13.0,1.0,1.0,314779.28,196491.27,1.0,1.0,0.0,1.0
3.0,527.0,5.0,73.0,,1.0,1.0,0.0,0.0,1.0,1.0,10.0,10.0,20.0,0.0,1.0,314779.28,196491.27,1.0,1.0,0.0,10.0
5.0,275.0,5.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,,,,,314779.28,196491.27,1.0,1.0,1.0,0.0
2.0,,5.0,73.0,1.0,,,,,,,,,,,,314779.28,196491.27,1.0,1.0,0.0,
3.0,526.0,5.0,73.0,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,314779.28,196491.27,1.0,1.0,0.0,5.0
5.0,303.0,5.0,73.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,314779.28,196491.27,1.0,1.0,1.0,0.0
5.0,274.0,5.0,73.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,,,,,314779.28,196491.27,1.0,1.0,1.0,0.0
4.0,208.0,5.0,73.0,1.0,1.0,0.0,4.0,0.0,4.0,4.0,16.0,19.0,18.0,,,314779.28,196491.27,1.0,1.0,1.0,0.0
1.0,526.0,5.0,73.0,,1.0,1.0,,,,,,6.0,6.0,1.0,0.0,314779.28,196491.27,1.0,1.0,0.0,6.0
4.0,206.0,5.0,73.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,45.0,,,314779.28,196491.27,1.0,1.0,1.0,1.0
4.0,207.0,5.0,73.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,16.0,,,314779.28,196491.27,1.0,1.0,1.0,0.0
2.0,8.573646e+07,5.0,73.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,7.0,1.0,,314779.28,196491.27,1.0,1.0,0.0,0.0
3.0,505.0,5.0,73.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,1.0,0.0,314779.28,196491.27,1.0,1.0,0.0,1.0
1.0,527.0,5.0,73.0,,1.0,1.0,,,,,,7.0,25.0,1.0,1.0,314779.28,196491.27,1.0,1.0,0.0,7.0
1.0,525.0,5.0,73.0,,1.0,1.0,,,,,,9.0,22.0,1.0,3.0,314779.28,196491.27,1.0,1.0,0.0,9.0
6.0,409.0,5.0,76.0,1.0,1.0,1.0,0.0,0.0,0.0,1.61,2.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
2.0,7.076228e+07,5.0,76.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,1.0,0.0,113503.41,55049.656,1.0,1.0,0.0,4.0
5.0,276.0,5.0,76.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,20.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
4.0,177.0,5.0,76.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,15.0,36.0,,,113503.41,55049.656,1.0,1.0,1.0,0.0
7.0,396.0,5.0,76.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,10.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
7.0,433.0,5.0,76.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
7.0,395.0,5.0,76.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
7.0,397.0,5.0,76.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,10.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
7.0,394.0,5.0,76.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
7.0,398.0,5.0,76.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
6.0,415.0,5.0,76.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
7.0,400.0,5.0,76.0,1.0,1.0,1.0,3.0,0.0,3.0,3.0,20.0,,,,,113503.41,55049.656,1.0,1.0,1.0,2.0
2.0,7.07673e+07,5.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,113503.41,55049.656,1.0,1.0,0.0,0.0
7.0,432.0,5.0,76.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
3.0,514.0,5.0,76.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,17.0,1.0,1.0,113503.41,55049.656,1.0,1.0,0.0,1.0
3.0,573.0,5.0,76.0,,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,18.0,1.0,3.0,113503.41,55049.656,1.0,1.0,0.0,3.0
6.0,406.0,5.0,76.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
6.0,413.0,5.0,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
2.0,7.0768344e+07,5.0,76.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,14.0,26.0,0.0,,113503.41,55049.656,1.0,1.0,0.0,
6.0,412.0,5.0,76.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
6.0,414.0,5.0,76.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,8.05,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
4.0,175.0,5.0,76.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.83,4.83,33.0,,,113503.41,55049.656,1.0,1.0,1.0,0.0
1.0,573.0,5.0,76.0,,1.0,1.0,,,,,,3.0,16.0,0.0,1.0,113503.41,55049.656,1.0,1.0,0.0,3.0
6.0,407.0,5.0,76.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,12.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
1.0,513.0,5.0,76.0,,0.0,1.0,,,,,,0.0,26.0,1.0,0.0,113503.41,55049.656,1.0,1.0,0.0,
1.0,571.0,5.0,76.0,,0.0,0.0,,,,,,13.0,25.0,0.0,1.0,113503.41,55049.656,1.0,1.0,0.0,13.0
4.0,335.0,5.0,76.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,25.0,,,113503.41,55049.656,1.0,1.0,1.0,0.0
1.0,572.0,5.0,76.0,,1.0,1.0,,,,,,0.0,18.0,0.0,2.0,113503.41,55049.656,1.0,1.0,0.0,
4.0,176.0,5.0,76.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,,113503.41,55049.656,1.0,1.0,1.0,0.0
1.0,514.0,5.0,76.0,,0.0,1.0,,,,,,0.0,20.0,1.0,2.0,113503.41,55049.656,1.0,1.0,0.0,2.0
3.0,571.0,5.0,76.0,,0.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,24.0,0.0,1.0,113503.41,55049.656,1.0,1.0,0.0,12.0
5.0,277.0,5.0,76.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,,,,,113503.41,55049.656,1.0,1.0,1.0,1.0
2.0,7.076555e+07,5.0,76.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,6.0,0.0,2.0,113503.41,55049.656,1.0,1.0,0.0,1.0
5.0,304.0,5.0,76.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
4.0,417.0,5.0,76.0,4.0,2.0,1.0,4.83,0.0,0.0,1.61,3.22,,3.22,,,113503.41,55049.656,1.0,1.0,1.0,0.0
5.0,313.0,5.0,76.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
6.0,411.0,5.0,76.0,2.0,1.0,1.0,0.0,0.0,16.1,0.0,1.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
6.0,410.0,5.0,76.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
7.0,393.0,5.0,76.0,1.0,2.0,0.0,5.0,0.0,5.0,3.0,40.0,,,,,113503.41,55049.656,1.0,1.0,1.0,0.0
