intercept_mgwr_cs,beta1_mgwr_cs,beta2_mgwr_cs,beta3_mgwr_cs,beta4_mgwr_cs,unit_id
17.751765165879377,2.538583698922871,2.315957818946287,2.6922352725944707,0.42484579030061365,157
20.233165308206715,2.53097103276733,2.3751387142703453,3.050541839111669,0.24943334633801675,158
21.195420906283644,2.8898431852774045,2.6609297868756805,3.542230306005084,0.5920219203962213,159
20.434256797475,3.7512809476744313,3.0490851965769585,4.020330331769062,1.5021347330506536,160
19.728330314185637,4.454784409938351,3.276173101762739,4.316086322035052,2.36952979414251,161
19.530527790696777,4.795249457660048,3.3901874069009605,4.481402606528537,2.8428831383157105,162
19.519957425997173,4.91196137351377,3.4642152265983754,4.579060280514812,3.0281640264459546,163
19.49022522245635,4.920060530108181,3.5139128790461704,4.657246101987521,3.1100693376382016,164
4.378134074365924,2.294938814838401,3.529555742201958,3.4758698524881213,2.834686875042641,165
4.999004434095784,2.222418408632622,3.467316507469348,3.4800082899657587,2.6929758153641057,166
5.923496710887925,2.143349924737876,3.386173090700386,3.4562511927246713,2.462048438862011,167
7.178658933445565,2.211744228095211,3.2693845678037854,3.418642777415785,2.1475103065082273,168
8.666768097322327,2.422243559586134,3.0865013316237304,3.3309971493109978,1.8807571907523888,169
10.815947576740221,2.595344553446114,2.846727953464762,3.151057698902643,1.608759617355869,170
14.26107409476781,2.4518624800140976,2.6422801418736896,2.93277504272083,0.9426749014996568,171
17.941026757574043,2.2858458226907756,2.4815127852210046,2.9350788430519117,0.18828615940597704,172
20.503509751773528,2.2905950813781906,2.457639836352715,3.2336479455450666,-0.010495688599011144,173
21.41209299232197,2.699672323865783,2.673314987443686,3.7081368674320907,0.37349686175360164,174
20.860600175103166,3.3668370072634684,3.0186263662208006,4.167625705436474,1.315083782805106,175
20.019348996017307,4.120985354995491,3.2504503920527643,4.424539340057383,2.2727477378791603,176
19.815335371300502,4.5080361271356795,3.3670290098723545,4.5569094492282645,2.7794617986649004,177
19.584734885661295,4.696249505997706,3.434096153389893,4.648940120335712,3.0166181959584946,178
19.54322231298284,4.7817490709489965,3.4836731438947983,4.689719606820127,3.106807369102563,179
4.577216539382363,2.2418069604981135,3.5031720623482983,3.5204359467720314,2.89083447520826,180
5.07719874389919,2.20000166409331,3.4522202357224394,3.514561180660757,2.7986261460548305,181
5.789010702691455,2.2139515959629326,3.3830983157330063,3.497887455829699,2.667592019408068,182
6.768215383120333,2.3170563814109997,3.2917802033412165,3.457454449579168,2.421237325433227,183
