beta1_mgwfer,beta2_mgwfer,beta3_mgwfer,beta4_mgwfer,unit_id
1.4289415812334454,1.4094770792649192,1.5504714638363417,-0.11481517947120355,195
1.428212812571833,1.434199055957295,1.5372950242455714,-0.10129520231162213,196
1.4275676046664023,1.4616676261641943,1.5187482232019471,-0.08858278765634088,197
1.4448492198499452,1.4995852896018036,1.4970834037403253,-0.0632855192159034,198
1.4850085522002854,1.5446993802521398,1.4728229763296825,-0.029711813694747458,199
1.5526944072994897,1.5994835863719656,1.4470482586894804,-0.003070378614902964,200
1.6061571651019024,1.6586334804547942,1.4377541413463277,-0.013250863543230561,201
1.6118486475135114,1.7149637324063323,1.4335547184533475,-0.04377601199613277,202
1.573098108768651,1.7717930073510801,1.448753527284129,-0.07712157122001986,203
1.4968411208293941,1.8298704270355213,1.464616379630477,-0.09808438950360744,204
1.3760729836650267,1.884377925926074,1.4879594849678874,-0.09579896797554817,205
1.2523492062737749,1.9173336735735547,1.5081854189206603,-0.09232638964557299,206
1.1787250984704598,1.9456197247149547,1.527342750168138,-0.08856811148819833,207
1.1623875408164275,1.9586038271309671,1.5433389873845753,-0.08981463335536155,208
1.1505588328763703,1.9771859102500253,1.5553156415811198,-0.08787269175315122,209
1.4157580440286262,1.4244150213158122,1.5371690425677258,-0.1099832785728841,210
1.4175480732484538,1.4467948465467686,1.5215616595547055,-0.09501298886384872,211
1.417392726736444,1.4766046223428113,1.5042974486964595,-0.0822109730950473,212
1.4333646596080822,1.5111430688569598,1.486045152383574,-0.06469680563403957,213
1.4572304965253327,1.5531828085502761,1.463423563355551,-0.03869298135463897,214
1.5070357939672976,1.6029586561966793,1.4488891062311595,-0.011797635086745634,215
1.539913228036868,1.660774402332362,1.4333929601041782,-0.018231913204383027,216
1.5316886677086383,1.7193912531210167,1.4355430486527536,-0.045770258385563554,217
1.4832380171049404,1.7765273912195712,1.443572183486148,-0.06938379571858469,218
1.40373591921415,1.8336099587045558,1.4648084213032295,-0.08433606422354249,219
1.3092868310174337,1.8792220254387664,1.480292872055833,-0.08123813757457315,220
1.232564749708966,1.9137489005418578,1.499443833496963,-0.07716779356167301,221
1.1705279040684107,1.9386709307832952,1.515369422553557,-0.07476648385901209,222
1.153341533698552,1.960878123554646,1.53082970831976,-0.07518173260902075,223
1.1364274973369297,1.9742730954439367,1.544228926745741,-0.07263037354242408,224
